"cliente";"cpf_cnpj";"uf";"municipio";"municipio_codigo";"data_da_contratacao";"valor_da_operacao_em_reais";"valor_desembolsado_em_reais";"fonte_de_recurso_desembolsos";"modalidade_de_apoio";"forma_de_apoio";"produto";"instrumento_financeiro";"inovacao";"area_operacional";"setor_cnae";"subsetor_cnae_agrupado";"subsetor_cnae_codigo";"subsetor_cnae_nome";"setor_bndes";"subsetor_bndes";"porte_do_cliente";"natureza_do_cliente";"instituicao_financeira_credenciada";"cnpj_do_agente_financeiro";"situacao_da_operacao"
"PAQUETA CALCADOS LTDA";"**.*84.522/0001-**";" SP";"SAO PAULO";3550308;"13/03/2002";"3.524.400";"3.536.723";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1530000";"FABRICACAO DE CALCADOS";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"PAQUETA CALCADOS LTDA";"**.*84.522/0001-**";" SP";"SAO PAULO";3550308;"14/03/2002";"2.336.800";"2.347.060";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1530000";"FABRICACAO DE CALCADOS";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO ABC BRASIL S.A.";"28.195.667.0001-06";"LIQUIDADA"
"TEXTIL DALUTEX LTDA";"**.*90.996/0001-**";" SP";"SAO PAULO";3550308;"15/03/2002";"238.840";"236.100";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1300000";"FABRICACAO DE PRODUTOS TEXTEIS";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"MÉDIA";"PRIVADA";"BANCO FIBRA SA";"58.616.418.0001-08";"LIQUIDADA"
"SERRARIAS CAMPOS DE PALMAS S/A EM RECUPERACAO JUDICIAL";"**.*12.492/0001-**";" PR";"PALMAS";4117602;"21/03/2002";"4.764.376";"4.781.856";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Madeira";"C1621800";"FAB MADEIRA LAMINADA E CHPAS MADEIRA COMPENS PRENSADA AGLOMERADA";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"MASSA FALIDA DO BANCO SANTOS";"58.257.619.0001-66";"LIQUIDADA"
"ELDORADO EXPORT MADEIRAS LTDA";"**.*77.735/0001-**";" PR";"BOCAIUVA DO SUL";4103107;"22/03/2002";"608.002";"609.510";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Madeira";"C1600000";"FABRICACAO DE PRODUTOS DE MADEIRA";"INDUSTRIA";"OUTRAS";"MICRO";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"CONFAB INDUSTRIAL SOCIEDADE ANONIMA";"**.*82.628/0001-**";" SP";"SAO CAETANO DO SUL";3548807;"25/03/2002";"11.754.000";"11.780.575";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"CONFAB INDUSTRIAL SOCIEDADE ANONIMA";"**.*82.628/0001-**";" SP";"SAO CAETANO DO SUL";3548807;"25/03/2002";"4.701.600";"4.712.230";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"CONFAB INDUSTRIAL SOCIEDADE ANONIMA";"**.*82.628/0001-**";" SP";"SAO CAETANO DO SUL";3548807;"25/03/2002";"7.052.400";"7.063.876";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO UNICO S.A.";"00.086.413.0001-30";"LIQUIDADA"
"GRANIPEX COMERCIO IMPORTACAO E EXPORTACAO LTDA";"**.*94.205/0001-**";" RJ";"RIO DE JANEIRO";3304557;"25/03/2002";"480.315";"473.450";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Mineral não metálico";"C2391500";"APARELHAMENTO E OUTROS TRABALHOS EM PEDRAS";"INDUSTRIA";"OUTRAS";"MICRO";"PRIVADA";"MASSA FALIDA DO BANCO BVA S.A.";"32.254.138.0001-03";"LIQUIDADA"
"ELEVA ALIMENTOS S/A";"**.*76.665/0001-**";" RS";"PORTO ALEGRE";4314902;"26/03/2002";"11.820.500";"11.887.742";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"ELEVA ALIMENTOS S/A";"**.*76.665/0001-**";" RS";"PORTO ALEGRE";4314902;"26/03/2002";"23.641.000";"23.739.103";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"SOUTH SERVICE TRADING SA";"**.*01.632/0001-**";" RS";"PORTO ALEGRE";4314902;"27/03/2002";"3.600.750";"3.533.700";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"COMERCIO E SERVICOS";"Comércio";"G4643500";"COMERCIO ATACADISTA DE CALCADOS E ARTIGOS DE VIAGEM";"COMERCIO/SERVICOS";"COMÉRCIO E SERVIÇOS";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"ELEVA ALIMENTOS S/A";"**.*76.665/0001-**";" RS";"PORTO ALEGRE";4314902;"28/03/2002";"23.371.000";"23.463.140";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"ELEVA ALIMENTOS S/A";"**.*76.665/0001-**";" RS";"PORTO ALEGRE";4314902;"28/03/2002";"11.685.500";"11.749.549";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"SANOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA - ME";"**.*35.838/0001-**";" SP";"VALINHOS";3556206;"28/03/2002";"50.139";"49.712";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Borracha e plástico";"C2220000";"FABRICACAO DE PRODUTOS DE MATERIAL PLASTICO";"INDUSTRIA";"OUTRAS";"MICRO";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"MURI ENGENHARIA INDUSTRIAL LTDA";"**.*64.420/0001-**";" RS";"PORTO ALEGRE";4314902;"09/04/2002";"5.383.145";"5.519.445";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2869100";"FAB MAQ EQUIP USO INDAL ESPEC NAO ESPECI ANTERIOR PECA ACESS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"ELLEN METALURGICA E CROMEACAO LIMITADA";"**.*91.187/0001-**";" SP";"CAIEIRAS";3509007;"10/04/2002";"232.257";"240.219";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2940000";"FABRICACAO DE PECAS E ACESSORIOS PARA VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"MÉDIA";"PRIVADA";"BANCO FIBRA SA";"58.616.418.0001-08";"LIQUIDADA"
"CERAMICA PORTO FERREIRA S.A.";"**.*86.423/0001-**";" SP";"PORTO FERREIRA";3540705;"10/04/2002";"1.018.900";"1.021.663";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Mineral não metálico";"C2342700";"FAB PROD CERAMICO NAO-REFRATARIOS P/USO ESTRUTURAL NA CONSTRUCAO";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANCO RURAL S.A - EM LIQUIDACAO EXTRAJUDICIAL";"33.124.959.0001-98";"LIQUIDADA"
"SCHULZ S/A";"**.*93.183/0001-**";" SC";"JOINVILLE";4209102;"10/04/2002";"2.284.200";"2.288.743";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2814300";"FABRICACAO DE COMPRESSORES";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"SCHULZ S/A";"**.*93.183/0001-**";" SC";"JOINVILLE";4209102;"12/04/2002";"2.270.900";"2.275.005";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2814300";"FABRICACAO DE COMPRESSORES";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"ITM LATIN AMERICA INDUSTRIA DE PECAS PARA TRATORES LTDA";"**.*52.050/0001-**";" SP";"ATIBAIA";3504107;"19/04/2002";"4.035.571";"4.043.226";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2833000";"FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO SAFRA S A";"58.160.789.0001-28";"LIQUIDADA"
"JOSE NILDO VIEIRA";"**.*02.369/0001-**";" RN";"NATAL";2408102;"22/04/2002";"52.151";"54.386";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0139300";"CULTIVO PLANTAS LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIOR";"AGROPECUÁRIA";"AGROPECUÁRIA";"PEQUENA";"PRIVADA";"AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S/A";"03.848.103.0001-02";"LIQUIDADA"
"LAYFF KOSMETIC LTDA";"**.*29.170/0001-**";" MG";"UBERABA";3170107;"22/04/2002";"1.422.527";"1.428.050";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Química";"C2063100";"FAB DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"MÉDIA";"PRIVADA";"MASSA FALIDA DO BANCO BVA S.A.";"32.254.138.0001-03";"LIQUIDADA"
"ITM LATIN AMERICA INDUSTRIA DE PECAS PARA TRATORES LTDA";"**.*52.050/0001-**";" SP";"ATIBAIA";3504107;"23/04/2002";"4.669.400";"4.682.470";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2833000";"FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"INDUSTRIA E COMERCIO DE CALCADOS MARXANDER LTDA";"**.*52.826/0001-**";" SP";"FRANCA";3516200;"25/04/2002";"120.385";"120.995";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1531900";"FABRICACAO DE CALCADOS DE COURO";"INDUSTRIA";"OUTRAS";"MICRO";"PRIVADA";"BANCO LUSO BRASILEIRO S/A";"59.118.133.0001-00";"LIQUIDADA"
"PISTACHE CONFECCOES LTDA";"**.*97.190/0001-**";" RJ";"RIO DE JANEIRO";3304557;"25/04/2002";"963.083";"965.343";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1359600";"FABRICACAO OUTROS PROD TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"MICRO";"PRIVADA";"MASSA FALIDA DO BANCO BVA S.A.";"32.254.138.0001-03";"LIQUIDADA"
"SIMETALL IND. COM. FERRAMENTAS LTDA.";"**.*29.495/0001-**";" RS";"CAXIAS DO SUL";4305108;"26/04/2002";"244.115";"245.041";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produto de metal";"C2543800";"FABRICACAO DE FERRAMENTAS";"INDUSTRIA";"METALURGIA E PRODUTOS";"MÉDIA";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"MINERVA S.A.";"**.*20.377/0001-**";" SP";"BARRETOS";3505500;"29/04/2002";"2.355.800";"2.361.115";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO FIBRA SA";"58.616.418.0001-08";"LIQUIDADA"
"MINERVA S.A.";"**.*20.377/0001-**";" SP";"BARRETOS";3505500;"29/04/2002";"2.355.800";"2.361.115";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO ITAUBANK S.A";"60.394.079.0001-04";"LIQUIDADA"
"TBM - TEXTIL BEZERRA DE MENEZES S/A";"**.*71.092/0001-**";" CE";"FORTALEZA";2304400;"29/04/2002";"1.624.112";"1.626.604";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1359600";"FABRICACAO OUTROS PROD TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"JBS S/A";"**.*16.265/0001-**";" SP";"ANDRADINA";3502101;"29/04/2002";"18.846.400";"18.875.312";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO SANTOS";"58.257.619.0001-66";"LIQUIDADA"
"XINGULEDER COUROS LTDA";"**.*12.045/0001-**";" MG";"UBERLANDIA";3170206;"30/04/2002";"5.922.250";"5.951.709";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1529700";"FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO BVA S.A.";"32.254.138.0001-03";"LIQUIDADA"
"XINGULEDER COUROS LTDA";"**.*12.045/0001-**";" MG";"UBERLANDIA";3170206;"30/04/2002";"4.737.800";"4.778.105";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1529700";"FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO INDUSTRIAL DO BRASIL S/A";"31.895.683.0001-16";"LIQUIDADA"
"FRANCO FABRIL - ALIMENTOS LTDA";"**.*60.658/0001-**";" SP";"SAO JOSE DO RIO PRETO";3549805;"30/04/2002";"4.737.800";"4.754.051";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO LUSO BRASILEIRO S/A";"59.118.133.0001-00";"LIQUIDADA"
"FRANCO FABRIL - ALIMENTOS LTDA";"**.*60.658/0001-**";" SP";"SAO JOSE DO RIO PRETO";3549805;"30/04/2002";"9.475.600";"9.496.120";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO SANTOS";"58.257.619.0001-66";"LIQUIDADA"
"FRUTIVITA S/A";"**.*09.838/0001-**";" PE";"PETROLINA";2611101;"06/05/2002";"425.312";"426.926";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0139300";"CULTIVO PLANTAS LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIOR";"AGROPECUÁRIA";"AGROPECUÁRIA";"PEQUENA";"PRIVADA";"BANCO BRADESCO FINANCIAMENTOS S.A.";"07.207.996.0001-50";"LIQUIDADA"
"TBM - TEXTIL BEZERRA DE MENEZES S/A";"**.*71.092/0001-**";" CE";"FORTALEZA";2304400;"06/05/2002";"1.664.856";"1.669.360";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1359600";"FABRICACAO OUTROS PROD TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BANCO PINE S/A";"62.144.175.0001-20";"LIQUIDADA"
"ATLAS S.A.";"**.*23.837/0001-**";" RS";"ESTEIO";4307708;"07/05/2002";"1.216.350";"1.222.402";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos diversos";"C3291400";"FABRICACAO DE ESCOVAS, PINCEIS E VASSOURAS";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"SANTRON INDUSTRIAS ELETROELETRONICAS S/A";"**.*50.583/0001-**";" AM";"MANAUS";1302603;"16/05/2002";"6.279.250";"6.293.983";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE - Especial";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2640000";"FAB APARELHOS RECEPCAO REPRODUCAO GRAV AMPLIF DE AUDIO E VIDEO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
