"cliente";"cpf_cnpj";"uf";"municipio";"municipio_codigo";"data_da_contratacao";"valor_da_operacao_em_reais";"valor_desembolsado_em_reais";"fonte_de_recurso_desembolsos";"modalidade_de_apoio";"forma_de_apoio";"produto";"instrumento_financeiro";"inovacao";"area_operacional";"setor_cnae";"subsetor_cnae_agrupado";"subsetor_cnae_codigo";"subsetor_cnae_nome";"setor_bndes";"subsetor_bndes";"porte_do_cliente";"natureza_do_cliente";"instituicao_financeira_credenciada";"cnpj_do_agente_financeiro";"situacao_da_operacao"
"BRASKEM S.A";"**.*50.391/0001-**";" BA";"CAMACARI";2905701;"06/09/2002";"6.302.400";"6.318.623";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Coque, petróleo e combustível";"C1921700";"FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO SANTOS";"58.257.619.0001-66";"LIQUIDADA"
"AGRICOLA JANDELLE S/A";"**.*01.569/0001-**";" SP";"SAO PAULO";3550308;"06/09/2002";"630.240";"724.320";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1012102";"ABATE DE PEQUENOS ANIMAIS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"PANDURATA ALIMENTOS LTDA";"**.*40.994/0001-**";" MG";"EXTREMA";3125101;"06/09/2002";"4.411.680";"4.411.680";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1094500";"FABRICACAO DE MASSAS ALIMENTICIAS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"WYNY DO BRASIL IND E COM DE COUROS LTDA";"**.*11.828/0001-**";" PR";"IBIPORA";4109807;"06/09/2002";"2.930.616";"3.488.988";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1510600";"CURTIMENTO E OUTRAS PREPARACOES DE COURO";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"IBEMA COMPANHIA BRASILEIRA DE PAPEL";"**.*28.885/0001-**";" PR";"PONTA GROSSA";4119905;"06/09/2002";"1.260.480";"1.353.720";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Celulose e papel";"C1722200";"FABRICACAO DE CARTOLINA E PAPEL-CARTAO";"INDUSTRIA";"CELULOSE E PAPEL";"GRANDE";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"CARAMURU ALIMENTOS  S/A";"**.*80.671/0001-**";" GO";"ITUMBIARA";5211503;"06/09/2002";"6.932.640";"8.474.400";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1042200";"FABRICACAO DE OLEOS VEGETAIS REFINADOS, EXCETO OLEO DE MILHO";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"MB MOLDURAS DO BRASIL INDUSTRIA E COMERCIO LTDA";"**.*19.877/0001-**";" SC";"BRACO DO NORTE";4202800;"09/09/2002";"953.490";"953.490";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Madeira";"C1629300";"FAB ARTEF MAD PLHA CORTCA VME MAT TRANCD N ESPEC ANT EXC MOVEL";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"KLABIN S.A.";"**.*37.490/0001-**";" SP";"SAO PAULO";3550308;"09/09/2002";"25.426.400";"25.470.857";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Celulose e papel";"C1710900";"FABRICACAO DE CELULOSE E OUTRAS PASTAS PARA FABRICACAO DE PAPEL";"INDUSTRIA";"CELULOSE E PAPEL";"GRANDE";"PRIVADA";"MASSA FALIDA DO BANCO BVA S.A.";"32.254.138.0001-03";"LIQUIDADA"
"MK QUIMICA DO BRASIL LTDA";"**.*15.332/0001-**";" RS";"PORTAO";4314803;"09/09/2002";"635.660";"750.320";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Química";"C2099199";"FAB OUTROS PRODUTOS QUIMICOS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"MÉDIA";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"BRASKEM PETROQUIMICA LTDA";"**.*05.090/0001-**";" SP";"MAUA";3529401;"09/09/2002";"2.949.462";"2.949.462";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Química";"C2030000";"FABRICACAO DE RESINAS E ELASTOMEROS";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"ACOTECNICA S/A INDUSTRIA E COMERCIO";"**.*51.724/0001-**";" SP";"JANDIRA";3525003;"09/09/2002";"1.589.150";"1.875.800";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"MÉDIA";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"BLANVER FARMOQUIMICA E FARMACEUTICA S.A.";"**.*59.824/0001-**";" SP";"ITAPEVI";3522505;"09/09/2002";"624.059";"625.473";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Química";"C2099199";"FAB OUTROS PRODUTOS QUIMICOS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"MÉDIA";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"COTIA TRADING S/A";"**.*91.955/0001-**";" SP";"SAO PAULO";3550308;"09/09/2002";"4.028.255";"4.754.870";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"COMERCIO E SERVICOS";"Comércio";"G4637100";"COM ATAC ESPECIAL PROD ALIMENTICIOS NAO ESPECI ANTERIORMENTE";"COMERCIO/SERVICOS";"COMÉRCIO E SERVIÇOS";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"C.VALE - COOPERATIVA AGROINDUSTRIAL";"**.*63.223/0001-**";" PR";"PALOTINA";4117909;"09/09/2002";"3.178.300";"3.725.700";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1060000";"MOAGEM, FABRICACAO DE PRODUTOS AMILACEOS E DE ALIMENTOS PARA ANIM";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"CITROVITA AGRO INDUSTRIAL LTDA";"**.*74.106/0001-**";" SP";"SAO PAULO";3550308;"09/09/2002";"25.426.400";"30.890.400";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0133404";"CULTIVO DE CITRICOS, EXCETO LARANJA";"AGROPECUÁRIA";"AGROPECUÁRIA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"INDUSPARQUET INDUSTRIA E COMERCIO DE MADEIRAS LTDA";"**.*59.373/0001-**";" SP";"TIETE";3554508;"09/09/2002";"635.660";"784.560";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Madeira";"C1610200";"DESDOBRAMENTO DE MADEIRA";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"PROQUIGEL QUIMICA S/A";"**.*15.154/0001-**";" BA";"CAMACARI";2905701;"09/09/2002";"972.560";"1.191.839";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Coque, petróleo e combustível";"C1921700";"FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"BANCO SAFRA S A";"58.160.789.0001-28";"LIQUIDADA"
"USINA DA BARRA S.A. - ACUCAR E ALCOOL";"**.*61.495/0001-**";" SP";"BARRA BONITA";3505302;"09/09/2002";"4.767.450";"4.767.450";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1071600";"FABRICACAO DE ACUCAR EM BRUTO";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO SAFRA S A";"58.160.789.0001-28";"LIQUIDADA"
"FAMOSSUL MADEIRAS S/A";"**.*90.983/0001-**";" PR";"PIEN";4119103;"10/09/2002";"1.585.327";"1.585.327";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Móveis";"C3101200";"FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"HAMILTON RIOS IND COM E EXP LTDA";"**.*56.651/0001-**";" BA";"CONCEICAO DO COITE";2908408;"10/09/2002";"626.240";"778.980";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1312000";"PREPARACAO E FIACAO DE FIBRAS TEXTEIS NATURAIS, EXCETO ALGODAO";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"MÉDIA";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA.";"**.*82.723/0001-**";" MG";"EXTREMA";3125101;"10/09/2002";"1.565.600";"1.926.000";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"MÉDIA";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA";"**.*65.222/0001-**";" SP";"SAO PAULO";3550308;"11/09/2002";"6.261.200";"6.270.859";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1322700";"TECELAGEM DE FIOS DE FIBRAS TEXTEIS NATURAIS, EXCETO ALGODAO";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"APUCACOUROS INDUSTRIA E EXPORTACAO DE COUROS S/A";"**.*14.761/0001-**";" PR";"APUCARANA";4101408;"11/09/2002";"939.180";"1.086.480";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1510600";"CURTIMENTO E OUTRAS PREPARACOES DE COURO";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"XINGULEDER COUROS LTDA";"**.*12.045/0001-**";" MG";"UBERLANDIA";3170206;"11/09/2002";"1.565.300";"1.565.300";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1500000";"PREP COURO E FAB DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CAL";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO BRADESCO FINANCIAMENTOS S.A.";"07.207.996.0001-50";"LIQUIDADA"
"ATC - ASSOCIATED TOBACCO COMPANY BRASIL EXPORTACAO E IM";"**.*50.387/0001-**";" RS";"SANTA CRUZ DO SUL";4316808;"11/09/2002";"1.300.000";"1.628.966";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0161000";"ATIVIDADES DE APOIO A AGRICULTURA";"AGROPECUÁRIA";"AGROPECUÁRIA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"MARACAI FLORESTAL E INDUSTRIAL LTDA";"**.*25.385/0001-**";" MT";"SINOP";5107909;"11/09/2002";"438.284";"512.302";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Madeira";"C1610200";"DESDOBRAMENTO DE MADEIRA";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"ACRINOR ACRILONITRILA DO NORDESTE SA";"**.*46.353/0001-**";" BA";"CAMACARI";2905701;"11/09/2002";"3.130.600";"3.861.300";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Coque, petróleo e combustível";"C1921700";"FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"COOPERATIVA DE PROD. DE CANA-DE-ACUCAR, ACUCAR E ALCOOL";"**.*49.589/0001-**";" SP";"SAO PAULO";3550308;"11/09/2002";"12.522.400";"15.006.400";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1071600";"FABRICACAO DE ACUCAR EM BRUTO";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"COOPERATIVA DE PROD. DE CANA-DE-ACUCAR, ACUCAR E ALCOOL";"**.*49.589/0001-**";" SP";"SAO PAULO";3550308;"11/09/2002";"12.522.400";"14.637.200";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1071600";"FABRICACAO DE ACUCAR EM BRUTO";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"MADARCO S A INDUSTRIA E COMERCIO";"**.*36.220/0001-**";" RS";"CAXIAS DO SUL";4305108;"12/09/2002";"934.590";"934.590";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Móveis";"C3101200";"FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA";"INDUSTRIA";"OUTRAS";"MÉDIA";"PRIVADA";"BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A";"07.450.604.0001-89";"LIQUIDADA"
"PRODUTOS ROCHE QUIMICOS E FAMACEUTICOS S/A";"**.*09.945/0001-**";" SP";"SAO PAULO";3550308;"12/09/2002";"24.922.400";"24.958.283";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Farmoquímico, farmacêutico";"C2100000";"FABRICACAO DE PRODUTOS FARMOQUIMICOS E FARMACEUTICOS";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA C";"**.*70.566/0001-**";" MG";"GUAXUPE";3128709;"12/09/2002";"3.115.300";"3.894.900";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"AGROPECUÁRIA E PESCA";"Agropecuária";"A0134200";"CULTIVO DE CAFE";"AGROPECUÁRIA";"AGROPECUÁRIA";"GRANDE";"PRIVADA";"BANCO SAFRA S A";"58.160.789.0001-28";"LIQUIDADA"
"MONTECITRUS TRADING S/A.";"**.*98.926/0001-**";" SP";"MONTE AZUL PAULISTA";3531506;"12/09/2002";"3.115.300";"3.870.400";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1011200";"ABATE DE RESES, EXCETO SUINOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"MONTECITRUS TRADING S/A.";"**.*98.926/0001-**";" SP";"MONTE AZUL PAULISTA";3531506;"12/09/2002";"3.115.300";"3.870.400";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1000000";"FABRICACAO DE PRODUTOS ALIMENTICIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"MONTECITRUS TRADING S/A.";"**.*98.926/0001-**";" SP";"MONTE AZUL PAULISTA";3531506;"12/09/2002";"3.115.300";"3.870.400";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1000000";"FABRICACAO DE PRODUTOS ALIMENTICIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"COLORGEMS LTDA";"**.*68.235/0001-**";" MG";"BELO HORIZONTE";3106200;"12/09/2002";"74.767";"87.823";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos diversos";"C3211600";"LAPIDACAO DE GEMAS E FAB ARTEFATOS DE OURIVESARIA E JOALHERIA";"INDUSTRIA";"OUTRAS";"MICRO";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"LUK DO BRASIL EMBREAGENS LTDA";"**.*35.703/0001-**";" SP";"SOROCABA";3552205;"12/09/2002";"3.115.300";"3.119.785";"RECURSOS VINCULADOS - FAT DEPÓSITOS ESPECIAIS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2942500";"FAB PECA ACESS P/SIST DE MARCHA E TRANSMISSAO VEICULO AUTOMOTOR";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BOSTON NEGOCIOS E PARTICIPACOES LTDA.";"33.140.666.0001-02";"LIQUIDADA"
"GNATUS EXPORTACAO DE EQUIPAMENTOS MEDICO ODONTOLOGICOS";"**.*17.736/0001-**";" SP";"RIBEIRAO PRETO";3543402;"12/09/2002";"1.168.238";"1.460.588";"RECURSOS LIVRES - FAT CAMBIAL";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"COMERCIO E SERVICOS";"Comércio";"G4669900";"COM ATAC MAQ APAR EQUIP NAO ESPECI ANTERIORMENTE, PARTES E PECAS";"COMERCIO/SERVICOS";"COMÉRCIO E SERVIÇOS";"MÉDIA";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
